2025-08-27 08:59:04,44.0
2025-08-27 09:04:22,48.0
2025-08-27 10:53:13,0.88
2025-08-27 10:54:15,0.97
2025-08-27 10:54:46,0.72
2025-08-27 11:04:24,0.72
2025-08-27 11:28:28,0.9
2025-08-27 11:28:29,0.94
2025-08-27 11:28:30,0.95
2025-08-27 11:28:31,0.99
2025-08-27 11:28:32,0.89
2025-08-27 11:28:34,0.86
2025-08-27 11:28:35,0.88
2025-08-27 11:28:36,0.89
2025-08-27 11:28:37,0.83
2025-08-27 11:28:38,0.9
2025-08-27 11:28:39,0.9
2025-08-27 11:28:40,0.85
2025-08-27 11:28:41,0.85
2025-08-27 11:28:42,0.83
2025-08-27 11:28:43,0.92
2025-08-27 11:28:44,0.95
2025-08-27 11:28:45,0.91
2025-08-27 11:28:46,0.9
2025-08-27 11:28:47,0.84
2025-08-27 11:28:48,0.82
2025-08-27 11:28:49,0.82
2025-08-27 11:28:50,0.85
2025-08-27 11:28:51,0.83
2025-08-27 11:28:52,0.84
2025-08-27 11:28:53,0.86
2025-08-27 11:28:54,0.82
2025-08-27 11:28:55,0.88
2025-08-27 11:28:56,0.9
2025-08-27 11:28:57,0.93
2025-08-27 11:28:58,0.86
2025-08-27 11:28:59,0.9
2025-08-27 11:29:00,0.92
2025-08-27 11:29:01,0.9
2025-08-27 11:29:02,0.92
2025-08-27 11:29:03,0.91
2025-08-27 11:29:04,1.35
2025-08-27 11:29:05,1.74
2025-08-27 11:29:06,2.05
2025-08-27 11:29:07,2.19
2025-08-27 11:29:08,2.17
2025-08-27 11:29:09,2.12
2025-08-27 11:29:10,2.11
2025-08-27 11:29:11,2.05
2025-08-27 11:29:12,2.05
2025-08-27 11:29:13,2.03
2025-08-27 11:29:14,1.7
2025-08-27 11:29:15,1.41
2025-08-27 11:29:16,1.18
2025-08-27 11:29:17,0.93
2025-08-27 11:29:18,0.63
2025-08-27 11:29:19,0.57
2025-08-27 11:29:20,0.51
2025-08-27 11:29:21,0.38
2025-08-27 11:29:22,0.29
2025-08-27 11:29:23,0.25
2025-08-27 11:29:24,0.18
2025-08-27 11:29:25,0.18
2025-08-27 11:29:26,0.15
2025-08-27 11:29:27,0.15
2025-08-27 11:29:28,0.16
2025-08-27 11:29:29,0.09
2025-08-27 11:29:30,0.08
2025-08-27 11:29:31,0.12
2025-08-27 11:29:32,0.08
2025-08-27 11:29:33,0.06
2025-08-27 11:29:34,0.02
2025-08-27 11:29:35,0.06
2025-08-27 11:29:36,0.19
2025-08-27 11:29:37,0.13
2025-08-27 11:29:38,0.48
2025-08-27 11:29:39,0.76
2025-08-27 11:29:40,0.96
2025-08-27 11:29:41,1.11
2025-08-27 11:29:42,1.26
2025-08-27 11:29:43,1.36
2025-08-27 11:29:44,1.49
2025-08-27 11:29:45,1.52
2025-08-27 11:29:46,1.55
2025-08-27 11:29:47,1.56
2025-08-27 11:29:48,2.35
2025-08-27 11:29:49,2.88
2025-08-27 11:29:50,3.24
2025-08-27 11:29:51,3.5
2025-08-27 11:29:52,3.74
2025-08-27 11:29:53,4.09
2025-08-27 11:29:54,4.19
2025-08-27 11:29:55,3.99
2025-08-27 11:29:56,3.93
2025-08-27 11:29:57,3.83
2025-08-27 11:29:58,3.75
2025-08-27 11:29:59,3.66
2025-08-27 11:30:00,3.62
2025-08-27 11:30:01,3.61
2025-08-27 11:30:02,3.62
2025-08-27 11:30:03,3.63
2025-08-27 11:30:04,3.57
2025-08-27 11:30:05,3.54
2025-08-27 11:30:06,3.55
2025-08-27 11:30:07,3.58
2025-08-27 11:30:08,3.58
2025-08-27 11:30:09,3.6
2025-08-27 11:30:10,3.61
2025-08-27 11:30:11,3.6
2025-08-27 11:30:12,3.57
2025-08-27 11:30:13,3.59
2025-08-27 11:30:14,3.55
2025-08-27 11:30:15,3.44
2025-08-27 11:30:16,3.5
2025-08-27 11:30:17,3.52
2025-08-27 11:30:18,3.5
2025-08-27 11:30:19,3.42
2025-08-27 11:30:20,3.41
2025-08-27 11:30:21,3.44
2025-08-27 11:30:22,3.47
2025-08-27 11:30:23,3.55
2025-08-27 11:30:24,3.11
2025-08-27 11:30:25,2.85
2025-08-27 11:30:26,2.62
2025-08-27 11:30:27,2.42
2025-08-27 11:30:28,2.2
2025-08-27 11:30:29,2.05
2025-08-27 11:30:30,1.95
2025-08-27 11:30:31,1.84
2025-08-27 11:30:32,1.76
2025-08-27 11:30:33,1.77
2025-08-27 11:30:34,1.72
2025-08-27 11:30:35,1.53
2025-08-27 11:30:36,1.56
2025-08-27 11:30:37,1.5
2025-08-27 11:30:38,1.53
2025-08-27 11:30:39,1.5
2025-08-27 11:30:40,1.49
2025-08-27 11:30:41,1.51
2025-08-27 11:30:42,1.52
2025-08-27 11:30:43,1.53
2025-08-27 11:30:44,1.57
2025-08-27 11:30:45,1.52
2025-08-27 11:30:46,1.52
2025-08-27 11:30:47,1.48
2025-08-27 11:30:48,1.46
2025-08-27 11:30:49,1.47
2025-08-27 11:30:50,1.45
2025-08-27 11:30:51,1.44
2025-08-27 11:30:52,1.48
2025-08-27 11:30:53,1.52
2025-08-27 11:30:54,1.52
2025-08-27 11:30:55,1.54
2025-08-27 11:30:56,1.57
2025-08-27 11:30:57,1.57
2025-08-27 11:30:58,1.53
2025-08-27 11:30:59,1.56
2025-08-27 11:31:00,1.6
2025-08-27 11:31:01,1.61
2025-08-27 11:31:02,1.68
2025-08-27 11:31:03,1.7
2025-08-27 11:31:04,1.74
2025-08-27 11:31:05,1.73
2025-08-27 11:31:06,1.78
2025-08-27 11:31:07,1.77
2025-08-27 11:31:08,1.75
2025-08-27 11:31:09,1.75
2025-08-27 11:31:10,1.79
2025-08-27 11:31:11,1.79
2025-08-27 11:31:12,1.9
2025-08-27 11:31:13,2.0
2025-08-27 11:31:14,2.1
2025-08-27 11:31:15,2.1
2025-08-27 11:31:16,2.11
2025-08-27 11:31:17,2.14
2025-08-27 11:31:18,2.13
2025-08-27 11:31:19,2.21
2025-08-27 11:31:20,2.22
2025-08-27 11:31:21,2.23
2025-08-27 11:31:22,2.27
2025-08-27 11:31:23,2.28
2025-08-27 11:31:24,2.18
2025-08-27 11:31:25,2.22
2025-08-27 11:31:26,2.17
2025-08-27 11:31:27,2.25
2025-08-27 11:31:28,2.32
2025-08-27 11:31:29,2.31
2025-08-27 11:31:30,2.28
2025-08-27 11:31:31,2.25
2025-08-27 11:31:32,2.26
2025-08-27 11:31:33,2.37
2025-08-27 11:31:34,2.34
2025-08-27 11:31:35,2.32
2025-08-27 11:31:36,2.34
2025-08-27 11:31:37,2.31
2025-08-27 11:31:38,2.31
2025-08-27 11:31:39,2.28
2025-08-27 11:31:40,2.29
2025-08-27 11:31:41,2.29
2025-08-27 11:31:42,2.28
2025-08-27 11:31:43,2.23
2025-08-27 11:31:44,2.31
2025-08-27 11:31:45,2.27
2025-08-27 11:31:46,2.19
2025-08-27 11:31:47,2.18
2025-08-27 11:31:48,2.18
